"","building_code","file_name","total_people_pictured","men_count_final","women_count_final","ambig_count_final"
"2077",3,"IMG_2984","1",0,1,0
"2078",3,"IMG_2985","10",0,0,10
"2079",3,"IMG_2986","3",0,1,0
"2080",3,"IMG_2986","3",0,1,0
"2081",3,"IMG_2986","3",1,0,0
"2082",3,"IMG_2989","1",0,1,0
"2083",3,"IMG_2990","1",0,0,1
"2084",3,"IMG_2991","1",1,0,0
"2085",3,"IMG_2992","1",1,0,0
"2086",3,"IMG_2993","1",0,1,0
"2087",3,"IMG_2994","2",0,2,0
"2088",3,"IMG_2995","2",2,0,0
"2089",3,"IMG_2996","6",5,1,0
"2090",3,"IMG_2996","1",0,1,0
"2091",3,"IMG_2997","2",2,0,0
"2092",3,"IMG_2998","1",0,1,0
"2093",3,"IMG_2998","4",0,3,1
"2094",3,"IMG_2998","2",0,0,2
"2095",3,"IMG_2999","10",0,0,4
"2096",3,"IMG_3002","6",0,0,6
"2097",3,"IMG_3002","4",0,1,3
"2098",3,"IMG_3002","3",0,0,3
"2099",3,"IMG_3003","16",3,9,4
"2100",3,"IMG_3004","22",16,6,0
"2101",3,"IMG_3005","1",1,0,0
"2102",3,"IMG_3006","2",0,2,0
"2103",3,"IMG_3007","1",0,1,0
"2104",3,"IMG_3008","1",0,1,0
"2105",3,"IMG_3009","1",1,0,0
"2106",3,"IMG_3012","6",1,1,0
"2107",3,"IMG_3012","6",0,0,1
"2108",3,"IMG_3012","6",0,0,1
"2109",3,"IMG_3012","6",1,1,0
"2110",3,"IMG_3013","1",1,0,0
"2111",3,"IMG_3013","2",2,0,0
"2112",3,"IMG_3013","1",0,1,0
"2113",3,"IMG_3013","1",1,0,0
"2114",3,"IMG_3013","1",1,0,0
"2115",3,"IMG_3013","1",1,0,0
"2116",3,"IMG_3015","1",1,0,0
"2117",3,"IMG_3017","1",0,1,0
"2118",3,"IMG_3018","1",0,1,0
"2119",3,"IMG_3019","1",1,0,0
"2120",3,"IMG_3020","2",2,0,0
"2121",3,"IMG_3021","1",1,0,0
"2122",3,"IMG_3022","2",1,1,0
"2123",3,"IMG_3023","1",1,0,0
"2124",3,"IMG_3028","1",1,0,0
"2125",3,"IMG_3030","12",7,5,0
"2126",3,"IMG_3031","1",0,1,0
"2127",3,"IMG_3032","1",1,0,0
"2128",3,"IMG_3034","1",1,0,0
"2129",3,"IMG_3035","1",0,1,0
"2130",3,"IMG_3038","1",1,0,0
"2131",3,"IMG_3049","1",0,1,0
"2132",3,"IMG_3052","2",1,1,0
"2133",3,"IMG_3053","5",4,1,0
"2134",3,"IMG_3059","1",0,1,0
"2135",3,"IMG_2060","1",1,0,0
"2136",3,"IMG_2060","1",1,0,0
"2137",3,"IMG_2060","1",0,1,0
"2138",3,"IMG_2060","1",1,0,0
"2139",3,"IMG_2060","1",0,1,0
"2140",3,"IMG_2060","1",1,0,0
"2141",3,"IMG_3123","1",1,0,0
"2142",3,"IMG_3127","1",1,0,0
"2143",3,"IMG_3135","9",5,4,0
"2144",3,"IMG_3136","1",0,1,0
"2145",3,"IMG_3137","1",0,1,0
"2146",3,"IMG_3138","1",1,0,0
"2147",3,"IMG_3139","8",6,2,0
"2148",3,"IMG_3140","8",5,3,0
"2149",3,"IMG_3145","8",7,1,0
"2150",3,"IMG_3152","1",0,1,0
"2151",3,"IMG_3444","1",1,0,0
"2152",3,"IMG_3653","1",0,1,0
"2153",3,"IMG_6237","1",0,1,0
"2154",3,"IMG_6529","1",0,1,0
"2155",3,"IMG_6864","1",0,1,0
"2156",3,"IMG_7234","1",0,1,0
"2157",3,"IMG_7584","1",0,1,0
"2158",3,"IMG_8469","1",0,0,1
"2159",3,"IMG_8469","1",0,1,0
"2160",3,"IMG_9609","1",1,0,0
"2161",3,"IMG_9631","1",0,1,0
"2162",3,"IMG_9711","1",0,1,0
